run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,index_ll_7,median_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,index_rmse_7,logK,x0,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logx0,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logx0,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorMean_logll_q,PriorSD_logll_q,PriorSD_sigmao_add
0006_2.E.B.J.ELL_0-bspm_F_llq,bspm_F_llq,0006_2.E.B.J.ELL_0,0006,2.E.B.J.ELL,0,9.253,8.9654,35,0,0,0,1.003966179751,0.805003719615387,1,1,0,1,21,-0.105610702559778,0.510533638224644,0.052805351279889,1,0.578120856724245,0.521811054629592,0.578120856724245,-10.0679481204023,-2.76679430671351,1.08036472127253,-1.15227597903973,-72.9561285522414,0.249293191920074,0.197104448088936,0.214972344315882,0.417455745361967,0.35752811816203,0.249293191920074,0.306404110030783,0.529636711030512,16.1899867007275,0.112293877112835,0.131357871644155,0.346647499624786,0.0525832251103821,1.8594886601538,356537.343953706,0.485920632305721,5323867.71797844,0.0656789358220776,0.0679351483055737,1250665.62530976,0.112293877112835,0.0408631666162922,0.041721531077961,4659760.96898179,0.422832612809357,0.0506821178414775,0.0520115715208195,0.881238330306912,0.881238330306912,0.774996844087939,0.769091846849447,0.855863168400386,0.855863168400386,0.814048888691952,0.808917689827221,16,-2.10112155179612,-2.04110409246113,0.60026117886275,-2.9311036706439,,1,0.203113061388022,0.393746014674504,0.222081433299412,0.266108926760161,,,,-2.32398137506666,0.519690251890703,0.2
