run_id,variable,name,row,col,rhat
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logK,raw_logK,,,1.00108800175408
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logr,raw_logr,,,1.00118454403542
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logx0,raw_logx0,,,1.00370153876971
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logsigmap,raw_logsigmap,,,1.00170887292697
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_sigmao_add,raw_sigmao_add,,,0.998485524496269
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[1],raw_epsp,1,,1.00240545102907
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[2],raw_epsp,2,,0.997459683756358
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[3],raw_epsp,3,,0.999355936473869
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[4],raw_epsp,4,,0.997447908927431
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[5],raw_epsp,5,,0.995984291314866
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[6],raw_epsp,6,,0.99828997426624
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[7],raw_epsp,7,,0.999351870402593
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[8],raw_epsp,8,,0.998245439181374
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[9],raw_epsp,9,,0.997842411695988
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[10],raw_epsp,10,,0.999875323308602
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[11],raw_epsp,11,,1.003966179751
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[12],raw_epsp,12,,0.998220427399761
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[13],raw_epsp,13,,1.00002151923925
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[14],raw_epsp,14,,0.998066990929705
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[15],raw_epsp,15,,0.999034850689702
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[16],raw_epsp,16,,0.999314751761572
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[17],raw_epsp,17,,0.998969298058411
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[18],raw_epsp,18,,0.999756355822763
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[19],raw_epsp,19,,0.996677449885845
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[20],raw_epsp,20,,0.99863278972707
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[21],raw_epsp,21,,1.00096218428463
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[22],raw_epsp,22,,0.996474730684463
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[23],raw_epsp,23,,0.997672516773259
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[24],raw_epsp,24,,0.998561723299923
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[25],raw_epsp,25,,0.999894185557861
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[26],raw_epsp,26,,1.00208461509485
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[27],raw_epsp,27,,0.998813457107079
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_epsp[28],raw_epsp,28,,1.0002677815548
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logshape,raw_logshape,,,0.998649138276255
0006_2.E.B.J.ELL_0-bspm_F_llq,raw_logll_q,raw_logll_q,,,0.998049555622323
0006_2.E.B.J.ELL_0-bspm_F_llq,logK,logK,,,1.00108800175408
