run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,index_ll_7,index_ll_8,median_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,index_rmse_7,logK,x0,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logx0,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logx0,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorSD_sigmaf,PriorSD_sigmao_add
0015_4.E.B.J.EC_0-bspm_F_est,bspm_F_est,0015_4.E.B.J.EC_0,0015,4.E.B.J.EC,0,31.674,24.1304,63,0,0,0,1.00845283679109,0.772143408415704,1,1,0,1,46,676.284128012581,11.800393322774,-338.14206400629,0.760869565217391,-164.651424408601,-329.400682775241,0.510434838088588,0.238405058144783,-9.20014956029156,-0.201227395771014,-0.872639910651598,-2.74588014031748,-83.1127275838763,0.56550717239576,0.194250659968277,0.223802897968619,0.412864942643328,0.312783725199115,0.309787393241427,0.304110052743572,0.56550717239576,16.1320136704022,0.129260411277079,0.122970629189655,0.350485243543459,0.0544753660557894,1.82613098431079,300340.613066804,0.48242032222345,4895789.32403645,0.0614853145948277,0.0634567754833936,1248710.14100634,0.129260411277079,0.0410636834145522,0.0419306125274493,4493351.34163764,0.467519145432091,0.0100242368448325,0.010074817818944,0.988886541353013,0.988886541353013,0.159749629703523,0.155409221286376,0.970378802006256,0.970378802006256,0.48529493991812,0.476992779473684,16,-2.10112155179612,-2.04110409246113,0.60026117886275,-2.9311036706439,,1,0.203113061388022,0.393746014674504,0.222081433299412,0.266108926760161,,,,0.05,0.2
