run_id,run_number,run_name,run_retro,run_label,exec_name,n_cores,seed,chains,n_thin,iter_keep,burnin.prop,iter_total,adapt_delta,max_treedepth,silent,stan_code_dir
0015_4.E.B.J.EC_0-bspm_F_est,0015,4.E.B.J.EC,0,0015_4.E.B.J.EC_0,bspm_F_est,1,321,5,10,200,0.5,3000,0.99,15,FALSE,./boot/software/
