run_id,run_number,run_name,run_retro,run_label,exec_name,n_cores,seed,chains,n_thin,iter_keep,burnin.prop,iter_total,adapt_delta,max_treedepth,silent,stan_code_dir
0003_4.B.B.J.ELL_0-bspm_F_llq,0003,4.B.B.J.ELL,0,0003_4.B.B.J.ELL_0,bspm_F_llq,1,321,5,10,200,0.5,3000,0.99,15,FALSE,./boot/software/
