run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,index_ll_7,index_ll_8,median_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,index_rmse_7,logK,x0,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logx0,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logx0,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorSD_sigmaf,PriorSD_sigmao_add
0030_2.E.B.J.EC3_0-bspm_F_est,bspm_F_est,0030_2.E.B.J.EC3_0,0030,2.E.B.J.EC3,0,29.983,24.1656,63,0,0,0,1.01188975443303,0.696322271256927,1,0.984126984126984,0,1,49,671.854068995957,9.64921847764963,-335.927034497979,0.775510204081633,-164.461799847672,-329.421617021169,0.866093229945288,0.823894914210217,-9.79062499824184,-2.05233783028965,1.1804944496956,-1.10782312036674,-75.870292348641,0.268354446750689,0.188358590284015,0.211743660275428,0.416061856186019,0.347707087438087,0.268354446750689,0.30272777034765,0.543736033085888,16.7372382624262,0.160361599895331,0.112240832115982,0.345691734782526,0.0515207283011298,1.80359952791429,491554.495163761,0.480019636239369,8876164.55228009,0.0561204160579911,0.0577566804672719,2949393.17206769,0.160361599895331,0.0174229221642219,0.0175764881708286,10888545.4445545,0.619336185216314,0.00419053590461164,0.00419934080709023,1.31585646078037,1.31585646078037,0.0751564564190792,0.0731162328120465,1.26194660767686,1.26194660767686,0.224361956758207,0.220209605725491,16,-2.10112155179612,-2.04110409246113,0.60026117886275,-2.9311036706439,,1,0.203113061388022,0.393746014674504,0.222081433299412,0.266108926760161,,,,0.0125,0.2
