run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,index_ll_7,median_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,index_rmse_7,logK,x0,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logx0,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logx0,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorMean_logll_q,PriorSD_logll_q,PriorSD_sigmao_add
0001_1.B.B.J.ELL_0-bspm_F_llq,bspm_F_llq,0001_1.B.B.J.ELL_0,0001,1.B.B.J.ELL,0,9.948,8.627,35,0,0,0,1.00670262441168,0.639022180937071,1,1,0,1,21,0.88419082908614,0.640569075718537,-0.44209541454307,1,0.189001775495615,0.189001775495615,0.321811455449306,-7.90729193268893,-3.05147250345862,0.961701263346972,-3.38123367372589,-65.4621597110579,0.383413912713645,0.202370363354715,0.21924994265546,0.383413912713645,0.365233955510906,0.241676852730585,0.323296569778966,0.515733370984948,16.2581872153642,0.17366762868423,0.120871345476948,0.349114775351649,0.0543483857152987,3.17505799926823,384575.124476226,0.587916610432388,6723975.42077477,0.0604356727384739,0.0623389940558271,2022452.45625601,0.17366762868423,0.0349370094593788,0.0355619060982442,6251512.17616165,0.557022764753739,0.0443500417086429,0.0453635867655678,0.963916957496714,0.963916957496714,0.742562234722297,0.735924187047252,0.953916415489907,0.953916415489907,0.780641121989333,0.776303372384065,16,-2.52059594224793,-1.09543345971634,1.01595497645317,-2.9311036706439,,1,0.412471822080461,0.593693995705947,0.432761036040236,0.266108926760161,,,,-2.32398137506666,0.519690251890703,0.2
